image_filename,contour_index,area,perimeter,centroid_x,centroid_y,cluster
1,0,49.0,32.82842707633972,571,1804,0
1,1,651.5,112.66904628276824,1591,1812,2
1,2,69.5,33.899494767189026,1543,1769,0
1,3,430.5,91.6984841823578,1473,1771,2
1,4,134.5,44.72792196273804,1420,1750,0
1,5,623.0,110.08326005935668,2645,1737,2
1,6,43.5,27.41421353816986,163,1687,0
1,7,58.5,32.24264061450958,141,1685,0
1,8,39.5,25.41421353816986,94,1609,0
1,9,107.0,48.14213538169861,1511,1604,0
1,10,1889.0,200.22539567947388,1132,1617,1
1,11,28.0,20.82842707633972,2564,1547,3
1,12,287.0,72.62741649150848,2501,1552,2
1,13,56.0,31.656854152679443,1846,1418,0
1,14,424.0,108.76955187320708,1823,1400,2
1,15,16.0,16.0,894,1373,0
1,16,72.0,33.65685415267944,2916,1352,3
1,17,79.5,35.071067690849304,1558,1346,0
1,18,48.5,27.41421353816986,2518,1329,3
1,19,24.5,19.41421353816986,1329,1243,0
1,20,512.0,95.11269760131836,2135,1233,2
1,21,44.0,28.82842707633972,2380,1178,3
1,22,131.5,47.071067690849304,942,1138,0
1,23,16.0,16.0,937,1124,0
1,24,475.0,94.76955223083496,384,1118,0
1,25,228.5,57.69848418235779,429,1043,0
1,26,147.0,55.31370830535889,1999,1015,3
1,27,33.0,22.82842707633972,530,1006,0
1,28,239.5,73.69848418235779,399,998,0
1,29,96.5,41.899494767189026,691,977,0
1,30,215.0,61.79898953437805,385,971,0
1,31,63.0,32.82842707633972,2415,963,3
1,32,48.0,26.485281229019165,2807,932,3
1,33,326.5,74.87005710601807,2420,938,3
1,34,2480.5,228.06601512432096,834,903,1
1,35,2277.0,195.19595789909363,2221,842,1
1,36,57.0,30.82842707633972,2008,814,3
1,37,16.0,16.0,1999,763,3
1,38,116.5,45.55634891986847,610,746,0
1,39,16.0,16.0,3015,725,3
1,40,180.0,73.31370830535889,2170,708,3
1,41,52.0,28.82842707633972,462,652,0
1,42,39.5,25.41421353816986,2534,633,3
1,43,73.5,35.899494767189026,2561,623,3
1,44,16.0,16.0,1871,591,3
1,45,16.0,16.0,2037,578,3
1,46,20.0,18.0,707,538,0
1,47,112.5,47.899494647979736,2071,440,3
1,48,37.0,24.82842707633972,2046,354,3
1,49,33.5,22.242640614509583,319,186,0
1,50,280.5,83.55634891986847,1177,174,3
1,51,60.0,30.485281109809875,494,158,0
1,52,77.0,35.65685415267944,2457,133,3
