image_filename,contour_index,area,perimeter,centroid_x,centroid_y,cluster
2,0,66.0,33.65685415267944,51,1689,1
2,1,136.0,58.485281229019165,1227,1689,1
2,2,349.5,81.89949476718903,1106,1688,1
2,3,206.5,73.55634891986847,1019,1687,1
2,4,20.0,18.0,61,1668,1
2,5,148.0,51.65685415267944,1195,1666,1
2,6,132.0,46.14213538169861,2264,1642,1
2,7,1481.0,254.8528115749359,94,1667,2
2,8,16.0,16.0,43,1632,1
2,9,16.0,16.0,2742,1630,1
2,10,1015.0,235.74011433124545,1174,1634,2
2,11,142.5,56.72792184352875,106,1606,1
2,12,64.5,33.41421353816986,1376,1600,1
2,13,109.0,52.14213526248932,1158,1600,1
2,14,178.5,57.899494767189026,987,1575,1
2,15,1198.0,161.11269783973694,1781,1574,1
2,16,85.5,39.41421353816986,311,1567,1
2,17,308.0,77.31370830535889,1207,1565,1
2,18,79.5,38.24264061450958,1278,1549,1
2,19,44.0,29.656854152679443,945,1548,1
2,20,164.5,59.899494767189026,1740,1539,1
2,21,275.0,74.97056245803833,2401,1483,1
2,22,553.0,128.42640614509585,2485,1480,1
2,23,47.5,34.24264061450958,285,1467,1
2,24,98.0,39.3137081861496,1795,1453,1
2,25,277.5,78.72792184352875,391,1451,1
2,26,188.0,73.31370830535889,1921,1446,1
2,27,628.5,131.6984841823578,2214,1452,1
2,28,289.0,70.28427064418793,1171,1423,1
2,29,20.0,18.0,2236,1387,1
2,30,347.0,108.62741649150848,913,1388,1
2,31,24.0,20.0,2436,1368,1
2,32,20.0,18.0,1881,1322,1
2,33,91.5,38.24264049530029,1861,1321,1
2,34,73.0,35.65685415267944,2957,1320,1
2,35,29.5,21.41421353816986,2012,1317,1
2,36,177.5,67.89949476718903,171,1254,1
2,37,248.5,75.21320295333862,2060,1257,1
2,38,16.0,16.0,1317,1238,1
2,39,276.0,82.97056245803833,2043,1219,1
2,40,1832.0,227.39696860313416,103,1231,2
2,41,95.5,44.24264061450958,23,1205,1
2,42,142.5,51.071067690849304,1473,1157,1
2,43,195.5,63.55634891986847,2241,1157,1
2,44,225.5,67.55634891986847,474,1135,1
2,45,84.5,47.899494767189026,448,1095,1
2,46,114.0,47.65685415267944,2235,1076,1
2,47,643.0,124.42640602588654,612,1077,1
2,48,16.0,16.0,2221,1024,1
2,49,34.0,22.82842707633972,2220,1012,1
2,50,115.5,43.899494767189026,1349,1007,1
2,51,51.5,28.242640614509583,1172,992,1
2,52,437.0,113.79898953437804,1222,997,1
2,53,44.5,25.071067690849304,2567,961,0
2,54,32.0,24.0,420,950,1
2,55,20.0,18.0,856,932,1
2,56,65.0,41.65685415267944,1207,930,1
2,57,513.0,162.28427064418793,1543,913,1
2,58,58.0,29.65685403347015,1898,906,1
2,59,79.5,40.24264061450958,1151,895,1
2,60,192.0,58.97056245803833,561,892,1
2,61,80.5,36.24264061450958,2404,881,0
2,62,32.0,24.0,10,861,3
2,63,56.5,35.071067690849304,1317,856,1
2,64,1587.5,357.78174436092377,1178,887,2
2,65,362.5,100.3847759962082,759,824,1
2,66,253.0,65.79898941516876,2955,816,0
2,67,69.5,33.41421353816986,2319,812,0
2,68,224.0,66.14213538169861,1139,809,1
2,69,92.0,43.65685415267944,1258,780,1
2,70,20.0,18.0,141,774,3
2,71,57.0,40.82842707633972,746,754,3
2,72,443.0,90.97056233882904,1259,758,1
2,73,117.5,46.24264061450958,1214,743,3
2,74,64.0,31.656854152679443,1236,739,3
2,75,24.5,19.41421353816986,1251,735,3
2,76,1232.5,262.8111820220947,1134,746,2
2,77,84.5,44.24264061450958,195,731,3
2,78,2779.5,286.6934311389923,1548,766,2
2,79,28.0,22.0,603,712,3
2,80,196.5,62.72792172431946,1215,714,3
2,81,297.0,71.45584344863892,2689,711,0
2,82,69.5,34.24264061450958,405,699,3
2,83,16.0,16.0,1131,698,3
2,84,20.0,18.0,2629,697,0
2,85,76.5,35.071067690849304,1595,699,0
2,86,122.0,46.485281229019165,1061,699,3
2,87,313.5,119.01219248771667,2734,690,0
2,88,176.5,68.72792184352875,1122,682,3
2,89,80.5,41.071067690849304,2775,675,0
2,90,198.5,57.899494767189026,934,670,3
2,91,95.0,41.65685415267944,710,666,3
2,92,57.5,31.071067571640015,2319,662,0
2,93,277.5,71.89949476718903,1103,662,3
2,94,55.0,32.0,894,656,3
2,95,34.0,22.82842707633972,1191,640,3
2,96,297.5,78.38477599620819,693,643,3
2,97,175.5,66.38477599620819,351,624,3
2,98,1486.0,299.4802281856537,2854,640,2
2,99,1285.0,231.3969682455063,2293,642,2
2,100,41.0,28.82842707633972,11,605,3
2,101,20.0,18.0,1573,585,3
2,102,24.0,20.0,1220,586,3
2,103,33.5,23.41421353816986,1879,576,0
2,104,77.5,39.071067690849304,633,575,3
2,105,66.5,34.24264061450958,2240,570,0
2,106,25.0,20.0,1380,562,3
2,107,642.0,101.94112491607666,700,564,3
2,108,572.5,96.87005710601808,2066,560,0
2,109,25.0,20.0,2046,542,0
2,110,584.5,146.87005722522736,2017,549,0
2,111,20.0,18.0,862,542,3
2,112,75.5,36.24264061450958,2247,543,0
2,113,24.5,19.41421353816986,2232,540,0
2,114,38.0,24.82842707633972,2050,533,0
2,115,16.0,16.0,1329,532,3
2,116,518.5,130.87005722522736,1356,537,3
2,117,67.0,34.82842707633972,2233,529,0
2,118,16.0,16.0,2537,526,0
2,119,327.0,109.79898953437804,1222,537,3
2,120,559.5,125.21320307254793,821,531,3
2,121,16.0,16.0,1203,518,3
