image_filename,contour_index,area,perimeter,centroid_x,centroid_y,cluster
3,0,93.5,46.24264061450958,2941,1698,0
3,1,74.5,35.89949452877045,594,1696,3
3,2,20.0,18.0,2954,1692,0
3,3,16.0,16.0,2898,1681,0
3,4,400.5,94.87005698680878,2732,1688,0
3,5,858.5,131.6984841823578,2578,1684,0
3,6,51.0,28.82842707633972,615,1661,3
3,7,91.0,44.14213526248932,635,1651,3
3,8,387.0,86.62741661071777,2402,1649,0
3,9,103.0,44.14213514328003,662,1624,3
3,10,28.5,21.41421353816986,672,1614,3
3,11,474.0,108.28427076339722,738,1572,3
3,12,2149.5,292.46803629398346,1052,1576,2
3,13,104.0,42.485281229019165,2615,1523,0
3,14,16.0,16.0,683,1513,3
3,15,44.0,30.0,734,1511,3
3,16,29.5,21.41421353816986,2605,1504,0
3,17,44.0,26.82842707633972,717,1506,3
3,18,24.5,19.41421353816986,675,1503,3
3,19,24.5,19.41421353816986,667,1500,3
3,20,1828.5,345.52185928821564,755,1530,2
3,21,169.0,60.485281229019165,728,1489,3
3,22,63.0,33.65685415267944,2997,1484,0
3,23,63.5,32.24264061450958,600,1469,3
3,24,323.0,101.4558436870575,873,1467,3
3,25,561.0,150.9116872549057,2918,1446,0
3,26,178.5,67.55634891986847,2876,1439,0
3,27,73.5,35.41421353816986,2961,1432,0
3,28,632.5,127.35533845424652,2571,1446,0
3,29,34.0,22.82842707633972,654,1421,3
3,30,370.5,110.04163014888763,2592,1417,0
3,31,58.5,32.24264061450958,2600,1384,0
3,32,912.5,155.35533833503723,1020,1389,2
3,33,305.0,99.11269783973694,1056,1363,3
3,34,68.5,41.071067690849304,2928,1344,0
3,35,75.5,35.071067690849304,1090,1338,3
3,36,126.0,48.485281229019165,2910,1336,0
3,37,16.0,16.0,1155,1316,3
3,38,218.5,74.04163038730621,1133,1306,3
3,39,179.5,57.899494647979736,1161,1301,3
3,40,357.5,95.21320307254793,1223,1258,3
3,41,137.0,60.1421355009079,1263,1219,3
3,42,68.5,34.24264061450958,186,1185,3
3,43,33.5,22.242640614509583,1362,1154,3
3,44,33.0,22.82842707633972,1348,1148,3
3,45,47.5,28.242640614509583,1381,1139,3
3,46,24.5,19.41421353816986,1406,1125,3
3,47,54.0,30.0,1464,1074,3
3,48,299.0,83.79898941516876,1515,1061,3
3,49,354.0,107.45584344863892,1498,1046,3
3,50,256.5,72.87005698680878,2832,1002,0
3,51,330.0,112.28427064418791,1543,1008,3
3,52,162.0,52.14213526248932,1582,984,3
3,53,165.5,66.72792184352875,534,932,3
3,54,585.5,187.154327750206,1620,946,2
3,55,51.0,28.82842707633972,1652,916,3
3,56,157.5,53.55634868144989,1169,902,3
3,57,16.0,16.0,1975,816,0
3,58,44.5,27.41421353816986,1962,807,0
3,59,28.5,21.41421353816986,1127,799,3
3,60,2696.0,254.5096659660339,642,819,2
3,61,95.0,47.65685415267944,1557,770,3
